P_hvac
4.67946867710165
3.433897062826168
3.755073872515554
3.442144368520442
3.3610962750887707
3.284547188177064
3.213282162036398
3.145811911963021
3.090367907341961
3.0273013045801203
2.965306106802222
2.904644518441652
2.8563515498975836
2.801358807337485
2.746575275516109
2.6923057046017416
2.7023118215898645
2.720104416008821
2.7395960169868347
2.760494346627544
3.2591899760167866
3.329077088684876
3.406133782969161
3.490106612738143
3.2286771008245485
3.4169744376289746
3.6248864236175
3.850773744119994
3.893939256122088
2.933660470510076
3.646529565735043
3.4857257871847827
3.599114165367734
3.625987628815281
3.641824010268153
3.6521410027435848
3.5889447163236112
3.521737781562901
3.461295187790078
3.4059704822561034
3.493725003809107
3.5831399377745026
3.6742343300155333
3.7674180511855964
3.722050409851713
2.700483174922332
3.3139913432841785
3.036104520560906
3.053543443323384
3.0275469046753574
2.982301749570055
2.9296343928151467
2.803238452326164
2.6694917181895583
2.5499091025048624
2.4394330265639863
2.5228825923188194
2.6170166865751088
2.717555965438753
2.8247156787188645
2.7725055515473938
2.735079917355325
2.703152921398956
2.676756085488079
2.5907995766610328
2.56758790942171
2.5525948980779205
2.5444802062904643
3.203625548022137
4.165406828852487
3.637443970461995
3.9164756128942093
3.0242694426493846
3.0618781531689607
3.113922807314797
3.175113907367849
3.2734601740319698
4.31511222530034
3.761867245921473
4.034393086847187
3.90198767662258
3.8145931491173255
3.757125631399322
3.7242340989749803
3.739414025578859
3.740640595000529
3.7420343559657927
3.744874743079848
3.781568374806208
3.7811277402733383
3.779358325896224
3.778288499620495
3.8532713781495915
3.885944829533931
3.914078803955396
3.941089183809105
3.981891766292013
4.013971481254774
4.0457436330191126
4.078417446268214
4.096657811526682
4.102221913856861
4.106824164992692
4.110805148450795
4.132096691889019
4.144292465370331
4.155420434117375
4.1663322758459405
4.200312311251947
4.226372303754753
4.251721667284801
4.276610215031068
4.284854156721325
4.299903787396819
4.3164836452089075
4.33433458928232
5.224134293265873
5.2176754901132005
5.21251191608407
5.20894381291607
4.358437205746116
4.401893475071666
