T_outdoor_dry,Single_setpoint,T_outdoor_wet,T_waterMains,T_sky,People_count,Diffuse_solar_radiation,Direct_solar_radiation,Wind_speed,Relative_humidity
-2.8,20.5,-5.608841257197918,6.30222222222222,-18.878862105720486,0.885245901639344,0.0,0.0,2.6,47.0
-2.8,20.5,-5.650353985586479,6.30222222222222,-18.878862105720486,0.885245901639344,0.0,0.0,2.725,46.25
-2.8,21.0,-5.691916863186076,6.30222222222222,-18.878862105720486,0.885245901639344,0.0,0.0,2.85,45.5
-2.8,21.0,-5.733531635698778,6.30222222222222,-18.878862105720486,0.885245901639344,0.0,0.0,2.975,44.75
-2.8,21.0,-5.775195022719165,6.30222222222222,-18.878862105720486,0.885245901639344,0.0,0.0,3.1,44.0
-3.075,21.0,-5.923316004284518,6.30222222222222,-19.28214828822232,0.885245901639344,0.0,0.0,3.1,45.5
-3.35,21.0,-6.074630054577098,6.30222222222222,-19.687365623982856,0.885245901639344,0.0,0.0,3.1,47.0
-3.625,21.0,-6.229077300717622,6.30222222222222,-20.094535829037227,0.885245901639344,0.0,0.0,3.1,48.5
-3.9,21.0,-6.386596760748232,6.30222222222222,-20.503681005645547,0.885245901639344,0.0,0.0,3.1,50.0
-3.625,21.0,-6.137638673854673,6.30222222222222,-19.417005096340205,1.0,0.0,0.0,2.975,50.25
-3.35,21.0,-5.88855348575967,6.30222222222222,-18.344114382954416,1.0,0.0,0.0,2.85,50.5
-3.075,21.0,-5.639332477601817,6.30222222222222,-17.284607600902348,1.0,0.0,0.0,2.725,50.75
-2.8,21.0,-5.389964053015043,6.30222222222222,-16.238101540333275,1.0,0.0,0.0,2.6,51.0
-2.8,21.0,-5.390385602950008,6.30222222222222,-15.97846311053405,1.0,0.0,0.0,2.725,51.0
-2.8,21.0,-5.390804317078421,6.30222222222222,-15.719608694418412,1.0,0.0,0.0,2.85,51.0
-2.8,21.0,-5.391225237968276,6.30222222222222,-15.461532790110311,1.0,0.0,0.0,2.975,51.0
-2.8,21.0,-5.391646637481095,6.30222222222222,-15.204229956164454,1.0,0.0,0.0,3.1,51.0
-2.8,21.0,-5.3366533081578185,6.30222222222222,-15.140024407933424,1.0,0.0,0.0,3.1,52.0
-2.8,21.0,-5.281749798054097,6.30222222222222,-15.075866756427333,1.0,0.0,0.0,3.1,53.0
-2.8,21.0,-5.226934542661066,6.30222222222222,-15.01175691835789,1.0,0.0,0.0,3.1,54.0
-2.8,21.0,-5.172209060484662,6.30222222222222,-14.947694810664132,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172209060484662,6.2883333333333296,-14.119193490716157,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172209060484662,6.2883333333333296,-13.298566546768257,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172209060484662,6.2883333333333296,-12.485641532491798,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172209060484662,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172592086015779,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.172975540155352,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.173358012248231,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.173740995205304,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.0
-2.8,21.0,-5.132727520826781,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,55.75
-2.8,21.0,-5.091762478251855,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,56.5
-2.8,21.0,-5.050848947403697,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,57.25
-2.8,21.0,-5.00998526271365,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,3.1,58.0
-3.075,21.0,-4.945460178831212,6.2883333333333296,-11.741941084571806,1.0,0.0,0.0,3.475,63.75
-3.35,21.0,-4.893432241438622,6.2883333333333296,-11.80367401104263,1.0,0.0,0.0,3.85,69.5
-3.625,21.0,-4.853442948776269,6.2883333333333296,-11.865450714563394,1.0,0.0,0.0,4.225,75.25
-3.9,21.0,-4.825053311919995,6.2883333333333296,-11.927271267638332,1.0,0.0,0.0,4.6,81.0
-3.9,21.0,-4.775849965747094,6.2883333333333296,-11.865450714563394,1.0,0.0,0.0,4.1,82.0
-3.9,21.0,-4.726700179341548,6.2883333333333296,-11.80367401104263,1.0,0.0,0.0,3.6,83.0
-3.9,21.0,-4.677610330975499,6.2883333333333296,-11.741941084571806,1.0,0.0,0.0,3.1,84.0
-3.9,21.0,-4.628580314161217,6.2883333333333296,-11.68025186283478,1.0,0.0,0.0,2.6,85.0
-3.75,21.0,-4.534234309035698,6.2883333333333296,-11.55700424523485,1.0,0.0,0.0,2.85,84.0
-3.6,21.0,-4.44082695106558,6.2883333333333296,-11.43393058345316,1.0,0.0,0.0,3.1,83.0
-3.45,21.0,-4.3483696756466665,6.2883333333333296,-11.311030305669078,1.0,0.0,0.0,3.35,82.0
-3.3,21.0,-4.25686759406766,6.2883333333333296,-11.18830284301032,1.0,0.0,0.0,3.6,81.0
-3.3,21.0,-4.25686759406766,6.2883333333333296,-11.18830284301032,1.0,0.0,0.0,3.475,81.0
-3.3,21.0,-4.25686759406766,6.2883333333333296,-11.18830284301032,1.0,0.0,0.0,3.35,81.0
-3.3,21.0,-4.25686759406766,6.2883333333333296,-11.18830284301032,1.0,0.0,0.0,3.225,81.0
-3.3,21.0,-4.25686759406766,6.2883333333333296,-11.18830284301032,1.0,0.0,0.0,3.1,81.0
-3.45,21.0,-4.31083792043941,6.2883333333333296,-11.311030305669078,0.868852459016393,23.25,1.5,3.475,82.75
-3.6,20.5,-4.366474350860903,6.2883333333333296,-11.43393058345316,0.868852459016393,31.0,2.0,3.85,84.5
-3.75,20.5,-4.423756521996581,6.2883333333333296,-11.55700424523485,0.868852459016393,53.75,7.75,4.225,86.25
-3.9,20.5,-4.482657897900628,6.2883333333333296,-11.68025186283478,0.868852459016393,76.5,13.5,4.6,88.0
-3.75,20.5,-4.374573619943516,6.2883333333333296,-11.495445705674854,0.409836065573771,99.25,19.25,4.6,87.25
-3.6,20.5,-4.26717088177391,6.2883333333333296,-11.311030305669078,0.409836065573771,122.0,25.0,4.6,86.5
-3.45,20.5,-4.160457411206014,6.2883333333333296,-11.127003740381326,0.409836065573771,134.5,22.5,4.6,85.75
-3.3,20.5,-4.05444044598939,6.2883333333333296,-10.943364102196256,0.409836065573771,147.0,20.0,4.6,85.0
-3.175,20.5,-3.896181229176639,6.2883333333333296,-10.760109498163956,0.245901639344262,159.5,17.5,4.6,85.75
-3.05,20.5,-3.737447046130988,6.2883333333333296,-10.577238049846642,0.245901639344262,172.0,15.0,4.6,86.5
-2.925,20.5,-3.5782428808642983,6.2883333333333296,-10.394747893167448,0.245901639344262,189.25,12.5,4.6,87.25
-2.8,20.5,-3.418564721011785,6.2883333333333296,-10.212637178261105,0.245901639344262,206.5,10.0,4.6,88.0
-2.6499999999999995,20.5,-3.3523460582331093,6.2883333333333296,-10.0914399288323,0.245901639344262,223.75,7.5,4.35,86.5
-2.5,20.5,-3.2876239935259317,6.2883333333333296,-9.970409963495,0.245901639344262,241.0,5.0,4.1,85.0
-2.35,20.5,-3.224415842833912,6.2883333333333296,-9.849546744481245,0.245901639344262,252.0,4.75,3.85,83.5
