time_step,admm_iteration,primal_residual,dual_residual
2,28,9.627966566423947,0.0
2,29,10.728671865667568,0.0
2,30,4.2028032878035795,0.0
2,31,4.163149821721451,0.0
2,32,3.220897740147283,0.0
2,33,6.795753255104248,0.0
2,34,3.27953093271865,0.0
2,35,3.225195055101313,0.0
2,36,3.226198421156539,0.0
2,37,5.212226180803537,0.0
2,38,3.227765288118867,0.0
2,39,3.228370197438295,0.0
2,40,2.809815326273153,0.0
2,41,3.2293107197018784,0.0
2,42,23.30250042339057,0.0
2,43,8.841035918184417,0.0
2,44,3.2836415248347777,0.0
2,45,3.2304556906392072,0.0
2,46,3.2306392077640353,0.0
2,47,21.58457025264056,0.0
2,48,3.2921190934737723,0.0
2,49,0.0,0.0
3,1,0.0,0.0
3,2,4.251632466724043,0.0
3,3,4.3844415633413725,0.0
3,4,17.79044119826495,0.0
3,5,0.0,0.0
4,1,0.0,0.0
4,2,0.0,0.0
5,1,0.0,0.0
5,2,148.95255946234735,0.0
5,3,91.30763370280536,0.0
5,4,5.615363901103386,0.0
5,5,7.476832472514349,0.0
5,6,3.024712547890033,0.0
5,7,6.179197349252519,0.0
5,8,0.549039785492484,0.0
5,9,0.0,0.0
6,1,0.0,0.0
6,2,0.0,0.0
7,1,0.0,0.0
7,2,0.0,0.0
8,1,0.0,0.0
8,2,0.0,0.0
9,1,0.0,0.0
9,2,0.0,0.0
10,1,0.0,0.0
10,2,0.0,0.0
11,1,0.0,0.0
11,2,0.0,0.0
12,1,0.0,0.0
12,2,0.0,0.0
13,1,0.0,0.0
13,2,0.0,0.0
14,1,0.0,0.0
14,2,0.0,0.0
15,1,0.0,0.0
15,2,0.0,0.0
16,1,0.0,0.0
16,2,0.0,0.0
17,1,0.0,0.0
17,2,0.0,0.0
18,1,0.0,0.0
18,2,0.0,0.0
19,1,0.0,0.0
19,2,0.0,0.0
20,1,0.0,0.0
20,2,0.0,0.0
21,1,0.0,0.0
21,2,0.0,0.0
22,1,0.0,0.0
22,2,1.9833106270843857,0.0
22,3,0.0,0.0
23,1,0.0,0.0
23,2,0.0,0.0
24,1,0.0,0.0
24,2,1.209810133968647,0.0
24,3,0.0,0.0
25,1,0.0,0.0
25,2,56.4168760042558,0.0
25,3,131.01759869450947,0.0
25,4,99.12029446292891,0.0
25,5,58.32888688994514,0.0
25,6,21.154351853374934,0.0
25,7,21.1521862964438,0.0
25,8,22.308741344978728,0.0
25,9,22.30690331745715,0.0
25,10,22.664640554723753,0.0
25,11,18.60297663448408,0.0
25,12,13.438759416479584,0.0
25,13,13.437219478393274,0.0
25,14,13.435908110973287,0.0
25,15,13.434792063707572,0.0
25,16,13.433843173031761,0.0
25,17,13.433036717598107,0.0
25,18,13.432351941874547,0.0
25,19,6.875346562199841,0.0
25,20,39.92282358796531,0.0
25,21,1.0463296064363643,0.0
25,22,0.8294691039342403,0.0
25,23,0.0,0.0
26,1,0.0,0.0
26,2,0.0,0.0
27,1,0.0,0.0
27,2,0.0,0.0
28,1,0.0,0.0
28,2,34.54617440843144,0.0
28,3,0.0,0.0
29,1,0.0,0.0
29,2,0.0,0.0
30,1,0.0,0.0
30,2,0.0,0.0
31,1,0.0,0.0
31,2,31.626457093939493,0.0
31,3,170.4534398081739,0.0
31,4,122.02645300374576,0.0
31,5,56.03464368037015,0.0
31,6,22.044068252828694,0.0
31,7,23.786044421402515,0.0
31,8,24.23205663071476,0.0
31,9,24.221012171966137,0.0
31,10,25.081494649094957,0.0
31,11,24.78825424201225,0.0
31,12,23.673621597891078,0.0
31,13,22.99361808163851,0.0
31,14,21.2557918099415,0.0
31,15,17.592799681256814,0.0
31,16,12.423999898075287,0.0
31,17,12.42049517974116,0.0
31,18,12.417821700434136,0.0
31,19,12.415345952981767,0.0
31,20,12.413286816081133,0.0
31,21,11.203365505245308,0.0
31,22,6.938141929952074,0.0
31,23,5.270463947783519,0.0
31,24,5.269152295908377,0.0
31,25,5.268175164458995,0.0
31,26,5.267411110512416,0.0
31,27,5.266646883347363,0.0
31,28,5.265821654577103,0.0
31,29,5.265332255295466,0.0
31,30,5.265026137202582,0.0
31,31,5.264659163291899,0.0
31,32,5.264383906311558,0.0
31,33,5.2638646495639705,0.0
31,34,0.405587939908191,0.0
31,35,0.01450492531850145,0.0
31,36,0.014382673840611204,0.0
31,37,0.014229937631601075,0.0
31,38,0.0,0.0
32,1,0.0,0.0
32,2,0.0,0.0
33,1,0.0,0.0
33,2,0.0,0.0
34,1,0.0,0.0
34,2,0.0,0.0
35,1,0.0,0.0
35,2,0.0,0.0
36,1,0.0,0.0
36,2,0.0,0.0
37,1,0.0,0.0
37,2,0.0,0.0
38,1,0.0,0.0
38,2,0.0,0.0
39,1,0.0,0.0
39,2,146.29637518698064,0.0
39,3,95.88797829135385,0.0
39,4,100.85443342708376,0.0
39,5,76.9650542419729,0.0
39,6,15.867762732079477,0.0
39,7,15.696702977010414,0.0
39,8,17.362235571184137,0.0
39,9,20.256357821964023,0.0
39,10,17.06523246256046,0.0
39,11,12.654988018213096,0.0
39,12,11.508207241762342,0.0
39,13,11.412697752284423,0.0
39,14,4.73799804017926,0.0
39,15,3.066474735940954,0.0
39,16,3.058373500360233,0.0
39,17,3.0519326224342223,0.0
39,18,0.0,0.0
40,1,0.0,0.0
40,2,0.0,0.0
41,1,0.0,0.0
41,2,0.0,0.0
42,1,0.0,0.0
42,2,0.0,0.0
43,1,0.0,0.0
43,2,0.0,0.0
44,1,0.0,0.0
44,2,0.0,0.0
45,1,0.0,0.0
45,2,56.367256156405375,0.0
45,3,148.11810058463254,0.0
45,4,154.1051600214013,0.0
45,5,154.80146077329732,0.0
45,6,104.15089904863869,0.0
45,7,104.12340154577404,0.0
45,8,101.46708215216003,0.0
45,9,19.899262451235757,0.0
45,10,19.215096474340456,0.0
45,11,17.55337604592323,0.0
45,12,18.10972957352918,0.0
45,13,16.85947209366777,0.0
45,14,15.829464115997837,0.0
45,15,15.584159420126582,0.0
45,16,15.460206367990317,0.0
45,17,15.453197144716182,0.0
45,18,15.446712022916046,0.0
45,19,15.441477634984043,0.0
45,20,15.437244406430878,0.0
45,21,15.433519214261217,0.0
45,22,11.708628249103278,0.0
45,23,11.70589346804029,0.0
45,24,11.703171654852198,0.0
45,25,11.701680370986999,0.0
45,26,11.699464023682587,0.0
45,27,6.55920889573612,0.0
45,28,249.88864078094923,0.0
45,29,92.39927736985788,0.0
45,30,92.61280596265314,0.0
45,31,6.961750121035326,0.0
45,32,6.961749971177788,0.0
45,33,6.962238152560765,0.0
45,34,9.761078617166525,0.0
45,35,10.997162557338434,0.0
45,36,7.369254851686957,0.0
45,37,6.5506220849253936,0.0
45,38,6.550377736437802,0.0
45,39,6.550133473211165,0.0
45,40,2.815758403739949,0.0
45,41,1.0777212568013557,0.0
45,42,0.0,0.0
46,1,0.0,0.0
46,2,0.0,0.0
47,1,0.0,0.0
47,2,0.0,0.0
48,1,0.0,0.0
48,2,0.0,0.0
49,1,0.0,0.0
49,2,0.0,0.0
50,1,0.0,0.0
50,2,0.0,0.0
51,1,0.0,0.0
51,2,148.5896395276066,0.0
51,3,152.66986687577491,0.0
51,4,93.37732231437518,0.0
51,5,92.24943404462498,0.0
51,6,16.05575291534726,0.0
51,7,15.110735829584243,0.0
51,8,16.056324645559837,0.0
51,9,14.599639031159718,0.0
51,10,16.477829609297885,0.0
51,11,16.091008700315747,0.0
51,12,10.10159475149684,0.0
51,13,5.197053020092682,0.0
51,14,7.5035577297421625,0.0
51,15,4.716191383117625,0.0
51,16,5.896650785026594,0.0
51,17,5.901675093090276,0.13481756287148094
51,18,219.80329398070748,0.13481756287148094
51,19,217.13875459883698,0.0
51,20,104.0893723579119,0.0
51,21,102.62759217509873,0.0
51,22,104.12285171584412,0.0
51,23,18.11902423237467,0.0
51,24,17.417977215002402,0.0
51,25,17.516354068059275,0.0
51,26,19.855077070137128,0.0
51,27,20.913938612711895,0.0
51,28,22.208932460159417,0.0
51,29,22.45380829290542,0.0
51,30,22.563692797364112,0.0
51,31,22.662517562364158,0.0
51,32,22.955387099030943,0.0
51,33,22.89724422595802,0.0
51,34,23.10934968776344,0.0
51,35,23.385051370073604,0.0
51,36,23.586074132187655,0.0
51,37,23.731201720862245,0.0
51,38,23.78050529684554,0.0
51,39,23.88611585817351,0.0
51,40,23.989683143704042,0.0
51,41,24.066033123480594,0.0
51,42,22.456123272750943,0.0
51,43,18.86847159610808,0.0
51,44,14.527828338073391,0.0
51,45,10.078069112824398,0.0
51,46,5.892412529626533,0.0
51,47,2.1627440257211425,0.0
51,48,0.0,0.0
52,1,0.0,0.0
52,2,0.0,0.0
53,1,0.0,0.0
53,2,0.0,0.0
54,1,0.0,0.0
54,2,0.0,0.0
55,1,0.0,0.0
55,2,0.0,0.0
56,1,0.0,0.0
56,2,0.0,0.0
57,1,0.0,0.0
57,2,0.0,0.0
58,1,0.0,0.0
58,2,0.6799094837623976,0.0
58,3,0.0,0.0
59,1,0.0,0.0
59,2,57.52685546875,0.0
59,3,211.8576209993687,0.0
59,4,345.2822045364303,0.0
59,5,288.38598766292876,0.0
59,6,153.74834449563795,0.0
59,7,153.28536993678338,0.0
59,8,155.0608828907786,0.0
59,9,46.78262599835039,0.0
59,10,21.685847729327108,0.0
59,11,22.593475503877386,0.0
59,12,22.7839447878046,0.0
59,13,23.105512897598373,0.0
59,14,23.320619072279598,0.0
59,15,23.50278054054686,0.0
59,16,23.619167162111324,0.0
59,17,23.724952283757958,0.0
59,18,24.012663286763072,0.0
59,19,24.222949119056423,0.0
59,20,24.375872227723505,0.0
59,21,24.48665981243449,0.0
59,22,24.568316430139234,0.0
59,23,24.627493241740424,0.0
59,24,24.68854507495385,0.0
59,25,24.747599816241916,0.0
59,26,24.79146341410341,0.0
59,27,24.82313398182918,0.0
59,28,24.84634470310229,0.0
59,29,24.863347028578637,0.0
59,30,24.87571671387709,0.0
59,31,24.88513909622258,0.0
59,32,24.891615988331495,0.0
59,33,24.89678882309738,0.0
59,34,24.900540247056227,0.0
59,35,24.90296129062928,0.0
59,36,24.905215944489996,0.0
59,37,24.906740782597126,0.0
59,38,24.907935707390777,0.0
59,39,202.8122518235411,0.0
59,40,24.909303683750913,0.0
59,41,24.909506572687384,0.0
59,42,24.90993080962931,0.0
59,43,24.910338681964163,0.0
59,44,24.91073480486112,0.0
59,45,24.91112249190853,0.0
59,46,61.233154296875,0.0
59,47,23.27162261468675,0.0
59,48,20.985986031054125,0.0
59,49,17.000826964097296,0.0
59,50,12.463793260844078,0.0
59,51,7.947525477594354,0.0
59,52,3.775619914308429,0.0
59,53,14.2781982421875,0.0
59,54,0.0,0.0
60,1,0.0,0.0
60,2,53.84046490742428,0.0
60,3,57.1108647423153,0.0
60,4,0.0,0.0
61,1,0.0,0.0
61,2,0.0,0.0
62,1,0.0,0.0
62,2,0.0,0.0
63,1,0.0,0.0
63,2,0.0,0.0
64,1,0.0,0.0
64,2,0.0,0.0
65,1,0.0,0.0
65,2,0.0,0.0
66,1,0.0,0.0
66,2,0.0,0.0
67,1,0.0,0.0
67,2,48.41776496378501,0.0
67,3,0.0,0.0
68,1,0.0,0.0
68,2,0.0,0.0
69,1,0.0,0.0
69,2,0.0,0.0
70,1,0.0,0.0
70,2,0.0,0.0
71,1,0.0,0.0
71,2,10.539472704101456,0.0
71,3,39.76105215298979,0.0
71,4,0.0,0.0
72,1,0.0,0.0
72,2,0.0,0.0
73,1,0.0,0.0
73,2,0.0,0.0
74,1,0.0,0.0
74,2,38.75782164461081,0.0
74,3,105.78922113663695,0.0
74,4,242.39966391987707,0.0
74,5,97.07735107324201,0.0
74,6,96.9887446016619,0.0
74,7,5.5594862765552655,0.0
74,8,7.86525195303199,0.0
74,9,6.932514973702915,0.0
74,10,7.796408652611177,0.0
74,11,7.495977527065541,0.0
74,12,7.656571991294239,0.0
74,13,4.432248067575003,0.0
74,14,2.631569061705978,0.0
74,15,0.0,0.0
75,1,0.0,0.0
75,2,0.0,0.0
76,1,0.0,0.0
76,2,0.0,0.0
77,1,0.0,0.0
77,2,0.0,0.0
78,1,0.0,0.0
78,2,0.0,0.0
79,1,0.0,0.0
79,2,0.0,0.0
80,1,0.0,0.0
80,2,0.0,0.0
81,1,0.0,0.0
81,2,0.0,0.0
82,1,0.0,0.0
82,2,0.0,0.0
83,1,0.0,0.0
83,2,0.0,0.0
84,1,0.0,0.0
84,2,0.0,0.0
85,1,0.0,0.0
85,2,0.0,0.0
86,1,0.0,0.0
86,2,0.0,0.0
87,1,0.0,0.0
87,2,0.0,0.0
88,1,0.0,0.0
88,2,0.0,0.0
89,1,0.0,0.0
89,2,0.0,0.0
90,1,0.0,0.0
90,2,0.0,0.0
91,1,0.0,0.0
91,2,0.0,0.0
92,1,0.0,0.0
92,2,0.0,0.0
93,1,0.0,0.0
93,2,0.0,0.0
94,1,0.0,0.0
94,2,0.0,0.0
95,1,0.0,0.0
95,2,0.0,0.0
