k,P_hvac_1,P_hvac_2,P_hvac_3,P_hvac_4,P_agg,T_1,T_2,T_3,T_4,cost_step
55,0.04535849170274453,0.141817607098258,2.4871571455033648,1.3590144615658568,4.033347705870224,19.06937614164738,17.00504326212755,19.00129922347635,19.00010106052386,0.1462088543377956
56,0.02161567752656541,0.1494977237591191,2.4255901800695963,1.337612187284642,3.9343157686399226,19.02600039683696,17.00181607914626,19.00158823153425,19.00000511364054,0.14261894661319718
57,0.10071108240073799,0.1431847915684589,2.391766654463514,1.339619150172854,3.975281678605565,19.21043433278017,17.00065249003042,19.00181203421229,19.00000008781226,0.1441039608494517
58,0.05269245757357168,0.1348288172208889,2.3734059226987587,1.346404358827254,3.9073315563204734,19.07979671327724,17.00023419974486,19.00186898687796,18.99999982461386,0.14164076891661714
59,0.09786308536071846,0.1182268894153348,2.374562414034832,1.356837405031205,3.9474897938420903,19.17951144262452,17.0000839833064,19.00186419465598,18.99999981079681,0.14309650502677576
60,0.01218937064744752,0.06275515171926993,2.392091793869542,1.36919147254045,3.836227788776709,19.06791923569777,17.05399152454766,19.00186787927253,18.99999981006618,0.1390632573431557
61,0.09971785074316628,0.08502754710615533,2.415386136857303,1.370823488841445,3.9709550235480693,19.11753289735324,17.01962447864579,19.00185788793146,18.99999981002725,0.1439471196036175
62,0.07742771139286861,0.04930881738437461,2.448495518360981,1.377907023992062,3.9531390711302863,19.10480350526599,17.00713928209528,19.00181527997541,18.99999981002518,0.14330129132847286
63,0.0817937295179397,0.028384796136541962,2.493039743861485,1.3879902707411091,3.991208540257076,19.05066069385625,17.00261147670924,19.00176518246002,18.99999981002506,0.144681309584319
64,0.107278580375971,0.0015481628975308982,2.548298737750199,1.400059226002158,4.0571847070258595,19.0194001651766,17.00096232073375,19.0017038477554,18.99999981002507,0.1470729456296874
65,0.1560255749436586,0.09664645326008779,2.586076700015135,1.352574458095878,4.19132318631476,19.04433649606544,17.11718734343524,19.00164112144113,18.99999981002506,0.15193546550391004
66,0.1682682002135122,0.06960960578895437,2.642444837082924,1.3646519096049452,4.244974552690336,19.0378385885758,17.11053120112371,19.00147153858889,18.99999981002506,0.15388032753502467
67,0.1964567948442015,0.08464333876548255,2.709918700215947,1.379837539948458,4.370856373774089,19.03001537150931,17.06653753826695,19.00130098889995,18.99999981002506,0.1584435435493107
68,0.2252367621418153,0.10225237948547379,2.7845555643032807,1.396491209774315,4.5085359157048845,19.03216761272597,17.02596341377162,19.00117489361044,18.99999981002506,0.16343442694430205
69,1.125588833901669,0.9253234132818845,4.518809890737645,1.93002149748994,8.49974363541114,19.02849761607476,17.01042170539129,19.0011271949101,18.99999981002506,0.4993599385804044
70,1.229747674977898,1.027515844242891,5.540266474093749,1.939727301513404,9.737257294827941,19.02542321279518,17.00411788487836,19.00086413350399,18.99999981002506,0.5720638660711416
71,1.276434947322655,1.077893617668306,6.0699234719368595,1.957909355333733,10.382161392261555,19.02354772551139,17.00154217315076,19.00077145488402,18.99999981002506,0.6099519817953664
72,1.302785664408706,1.1042533201291,6.362268965133237,1.974207751523659,10.743515701194701,19.0199813331687,17.00049542395956,19.00064336367351,18.99999981002506,0.6311815474451886
73,0.4086887437530072,0.29386582494407454,4.75624284032282,1.311943811007389,6.77074122002729,19.02131924252533,17.00018025280509,19.00057230064237,18.99999981002507,0.39778104667660324
74,0.19646373682099078,0.09562108905366812,3.869851068925491,1.315555256279346,5.477491151079496,19.02184617969182,17.01280584544022,19.00035897432979,18.99999981002506,0.3218026051259204
75,0.9662951542560811,1.0285100719094509,3.469954306062638,1.320011192346188,6.784770724574358,19.01305490617829,17.00561839071461,19.00038373025223,18.99999981002506,0.3986052800687435
76,0.7899999781333623,0.9421456700984684,3.3329395051950477,1.325043274427,6.390128427853878,19.02456222107913,17.00199376275783,19.00038054847024,18.99999981002506,0.37542004513641536
77,0.08977095250521205,0.2263831899480107,3.337286625728485,1.4023951942685602,5.055835962450267,19.02197740399199,17.00070277076017,19.00037792292913,18.99999981002506,0.2970303627939532
78,0.05473960504675156,0.1084432597419589,3.37639747471815,1.415998436622336,4.9555787761291965,19.08055396696182,17.00025835845231,19.00037869514569,18.99999981002506,0.2911402530975903
79,0.1940198623558545,0.09614899058616479,3.4287423090233093,1.4265601097175529,5.145471271682881,19.03171864687611,17.00009689273167,19.00037903502075,18.99999981002507,0.30229643721136923
80,0.2622504808936565,0.15202336539569858,3.483102272646679,1.43622108683877,5.3335972057748045,19.01296954850306,17.00003685003323,19.00037910792021,18.99999981002506,0.31334883583926976
81,0.2985050329059648,0.1881720032162001,3.5694576993023763,1.50888721802453,5.565021953449071,19.02164386790972,17.00001175893894,19.00037922076646,18.99999981002506,0.3269450397651329
82,0.3222127663984436,0.2148268539777862,3.655968953072188,1.539654122839995,5.732662696288412,19.02222236749464,17.00000091030133,19.00030881782828,18.99999981002506,0.3367939334069442
83,0.3462706187616355,0.23834273228998332,3.738689037487779,1.5677314046444302,5.891033793183828,19.01815195756689,16.99999592098202,19.00022718385853,18.99999981002506,0.34609823534954987
