k,P_hvac_1,P_hvac_2,P_hvac_3,P_hvac_4,P_agg,T_1,T_2,T_3,T_4,cost_step
71,1.515359841254069,1.396205398624428,7.709203447133042,3.001890563572103,13.622659250583641,20.9997007021259,19.99970831650636,20.99997324942446,21.0,0.8003312309717889
72,1.549337725504908,1.429185741856892,8.023579836229553,3.010435879697246,14.012539183288599,20.9996546411162,19.99966523107081,20.9999779779616,21.0,0.8232366770182051
73,0.5729262257670423,0.49459408799019383,6.263476763514637,2.291083814281723,9.622080891553596,20.99980074325716,19.99981117893931,20.99997826376277,21.0,0.5652972523787737
74,0.3502692455667476,0.2767231325876021,5.2863268702709085,2.2869242893144692,8.200243537739727,20.99990648061476,19.99991371595496,20.99999988442208,21.0,0.4817643078422089
75,0.8648813282817488,0.9207772101141329,4.83517585502574,2.283920829158465,8.904755222580087,20.99996457287275,19.99996637828495,21.0000049367974,21.0,0.5231543693265801
76,0.6321034751639026,0.704949121954076,4.665433996231868,2.281752626526627,8.284239219876474,20.99998629875175,19.99998722016118,21.00000624589345,21.0,0.4866990541677428
77,0.06420643666055467,0.03175256156949412,4.646988936224242,2.35377781031892,7.0967257447732095,21.00000088304433,20.05932941099272,21.00000293562073,21.0,0.41693263750542603
78,0.1614403007958512,0.08399499479426437,4.669759240759571,2.361552314819433,7.27674685116912,21.00000867620318,20.02360289096543,21.00000341401817,21.0,0.42750887750618577
79,0.3458264706261095,0.2872639885006933,4.710124459311299,2.365950163497328,7.70916508193543,21.00000668218598,20.00949906130821,21.00000426282318,21.0,0.45291344856370647
80,0.38922267157649243,0.3265488647378913,4.755172967648688,2.3694444831289654,7.840388987092037,20.99999489329279,20.00406831384046,21.00000447414021,21.0,0.4606228529916572
81,0.4301661625731456,0.3602669870345428,4.83441757422083,2.438168627693769,8.063019351522287,20.99998576242231,20.00172928254346,21.00000454732194,21.0,0.47370238690193434
82,0.4648943276824704,0.393575212779587,4.915252163390683,2.4646047163654963,8.238326420218236,20.99998175004971,20.00068456413412,21.0000040949235,21.0,0.48400167718782133
83,0.49625236348169566,0.42387619702996804,4.992921057506488,2.488039915970317,8.401089533988468,20.99998036905673,20.00025710813981,21.00000365607187,21.0,0.4935640101218225
84,0.5255890974591942,0.45256201060380524,5.067147848578896,2.510886044931663,8.556185001573558,20.9999795113015,20.00008772735696,21.00000345124453,21.00000000000001,0.5026758688424465
85,0.5968721136700681,0.2622107657426647,2.6283176047363117,2.931576345395987,6.418976829545032,19.11048195798677,18.75613746810528,18.27510700637218,18.48574159074559,0.10430837348010677
86,0.10628807222044431,0.3408786327127309,0.6922485533356284,0.7193929342765837,1.8588081925453874,18.40376009541261,18.73217711649832,18.00085991334901,18.01598926395678,0.030205633128862548
87,0.1072814951549626,0.1909755087853932,0.3439485389471994,0.296938380022174,0.9391439229097293,18.14196108426976,18.62861625352625,18.00000108825635,18.0001788432969,0.0152610887472831
88,0.007451790633895426,0.14615907779869328,0.3671853048475423,0.01836688970100299,0.5391630629811339,18.05021792128354,18.35816303539869,18.00000009092449,18.00000013019295,0.008761399773443427
89,0.1822997198923231,0.1641317655479897,0.5763651042561889,0.2131956863718479,1.1359922760683496,18.20057653980843,18.14536643102804,18.00000027030861,18.00000000137367,0.01845987448611068
90,0.1082150081642976,0.2308514863744915,0.8405780909679865,0.3133166418865404,1.492961227393316,18.07559358367958,18.05765137900547,18.00000076748804,18.00000000002184,0.024260619945141386
91,0.1041973752469862,0.12664789362878132,1.110286681486214,0.399730207936289,1.7408621582982704,18.11709874046973,18.0279833716285,18.00000119272363,18.00000000000044,0.028289010072346896
92,0.2130974053884745,0.3026688473075606,1.357065169755195,0.47191318630165907,2.3447446087528894,18.0451516454226,18.01118641038694,18.00000155156842,18.00000000000001,0.03810209989223445
93,0.1160348281281469,0.1777321463458864,1.60117498198261,0.5927366032277822,2.4876785596844257,18.01806378890662,18.00461807554833,18.00096841466976,18.0,0.04042477659487192
94,0.1530317351167319,0.21217427316046208,1.81265664547354,0.6631499306411245,2.841012584391858,18.00720177267677,18.00193359202276,18.00088181761129,18.0,0.04616645449636769
95,0.33122395105165586,0.3838559163094932,1.9817626131177202,0.7241667435303136,3.421009224009183,18.00292691557539,18.00081774609836,18.00072518382863,18.0,0.055591399890149225
